,id.orig_p,id.resp_p,duration,orig_bytes,resp_bytes,missed_bytes,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,label,proto_tcp,proto_udp,service_dhcp,service_dns,service_http,service_irc,conn_state_OTH,conn_state_RSTR,conn_state_S0,conn_state_S1,conn_state_S3,conn_state_SF,history_C,history_D,history_Dd,history_Other,history_S,history_ShAdDaf,history_ShAdDaft,history_ShAdfDr
0,0.6286861011964031,0.0012383027415082213,0.6200498433043923,0.0,0.0,0.0,0.0001626545217957059,2.3664576400927143e-06,0.0,0.0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,0.6286861011964031,0.0012383027415082213,0.6200219767148503,3.0974249756018214e-07,4.748395894463857e-05,0.0,5.421817393190197e-05,7.888192133642381e-07,0.0,0.0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2,0.6286861011964031,0.0012383027415082213,0.6200219767148503,3.0974249756018214e-07,4.748395894463857e-05,0.0,5.421817393190197e-05,7.888192133642381e-07,0.0,0.0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3,0.6286861011964031,0.0012383027415082213,0.2215827935080919,1.972291971643895e-06,0.7807580387907418,0.5,0.005096508349598785,7.263710256395694e-05,0.0897196261682243,0.823183944112249,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4,0.628716738920633,0.0012383027415082213,0.6219455867667754,0.0,0.0,0.0,0.0001626545217957059,2.3664576400927143e-06,0.0,0.0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5,0.628716738920633,0.0012383027415082213,0.1801781255425831,1.9987656893840813e-06,0.7813424567469835,1.0,0.005204944697462589,7.492467828271323e-05,0.08598130841121496,0.7882304185661002,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6,0.6287473766448628,0.0012383027415082213,0.1081377156303269,1.9590551127738017e-06,0.5598297882702445,0.5,0.003632617653437432,5.4533701617247666e-05,0.06074766355140187,0.547350660114854,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
7,0.6287780143690926,0.0012383027415082213,0.8575719902884216,1.9590551127738017e-06,0.6045255865486466,1.0,0.004066363044892648,5.8004506156050316e-05,0.06448598130841121,0.5749037949203718,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
8,0.6288086520933225,0.0012383027415082213,0.6140554089481969,0.0,0.0,0.0,0.0001626545217957059,2.3664576400927143e-06,0.0,0.0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9,0.6288086520933225,0.0012383027415082213,0.6200219767148503,3.0974249756018214e-07,4.748395894463857e-05,0.0,5.421817393190197e-05,7.888192133642381e-07,0.0,0.0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
10,0.6288086520933225,0.0012383027415082213,0.6200219767148503,3.0974249756018214e-07,4.748395894463857e-05,0.0,5.421817393190197e-05,7.888192133642381e-07,0.0,0.0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
11,0.0018842200401354187,0.00191231562612662,0.49615513009044887,6.353692257644762e-07,0.0002922089781208527,0.0,5.421817393190197e-05,9.991710035947017e-07,0.0009345794392523365,0.0004499437570303712,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
12,0.6288086520933225,0.0012383027415082213,0.6200219767148503,3.0974249756018214e-07,4.748395894463857e-05,0.0,5.421817393190197e-05,7.888192133642381e-07,0.0,0.0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
13,0.6288086520933225,0.0012383027415082213,0.6200219767148503,3.0974249756018214e-07,4.748395894463857e-05,0.0,5.421817393190197e-05,7.888192133642381e-07,0.0,0.0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
14,0.0018842200401354187,0.00191231562612662,0.49615513009044887,6.353692257644762e-07,0.0002922089781208527,0.0,5.421817393190197e-05,9.991710035947017e-07,0.0009345794392523365,0.0004499437570303712,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
15,0.6288392898175523,0.0012383027415082213,0.6247248114328798,0.0,0.0,0.0,0.0001626545217957059,2.3664576400927143e-06,0.0,0.0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
16,0.6288392898175523,0.0012383027415082213,0.6209566345985053,3.0974249756018214e-07,4.748395894463857e-05,0.0,5.421817393190197e-05,7.888192133642381e-07,0.0,0.0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
17,0.6288392898175523,0.0012383027415082213,0.6209566345985053,3.0974249756018214e-07,4.748395894463857e-05,0.0,5.421817393190197e-05,7.888192133642381e-07,0.0,0.0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
18,0.0018842200401354187,0.00191231562612662,0.49615513009044887,6.353692257644762e-07,0.0002922089781208527,0.0,5.421817393190197e-05,9.991710035947017e-07,0.0,0.0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
19,0.6288392898175523,0.0012383027415082213,0.6209566345985053,3.0974249756018214e-07,4.748395894463857e-05,0.0,5.421817393190197e-05,7.888192133642381e-07,0.0,0.0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
20,0.0018842200401354187,0.00191231562612662,0.49615513009044887,6.353692257644762e-07,0.0002922089781208527,0.0,5.421817393190197e-05,9.991710035947017e-07,0.0009345794392523365,0.0004499437570303712,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
21,0.0018842200401354187,0.00191231562612662,0.49615513009044887,6.353692257644762e-07,0.0002922089781208527,0.0,5.421817393190197e-05,9.991710035947017e-07,0.0,0.0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
22,0.6288392898175523,0.0012383027415082213,0.6209566345985053,3.0974249756018214e-07,4.748395894463857e-05,0.0,5.421817393190197e-05,7.888192133642381e-07,0.0,0.0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
23,0.0018842200401354187,0.00191231562612662,0.49615513009044887,6.353692257644762e-07,0.0002922089781208527,0.0,5.421817393190197e-05,9.991710035947017e-07,0.0009345794392523365,0.0004499437570303712,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
24,0.6288699275417822,0.0012383027415082213,0.41865977532142495,1.9987656893840813e-06,1.0,1.0,0.006180871828236825,8.686214237829203e-05,0.10934579439252337,1.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
25,0.7504097795615741,0.10448767183409877,0.6125009232906173,0.0,0.0,0.0,0.0001626545217957059,2.3664576400927143e-06,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
26,0.6289312029902419,0.0012383027415082213,0.6193342331220076,0.0,0.0,0.0,0.0001626545217957059,2.3664576400927143e-06,0.0,0.0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
27,0.6289312029902419,0.0012383027415082213,0.6186130112511953,3.0974249756018214e-07,4.748395894463857e-05,0.0,5.421817393190197e-05,7.888192133642381e-07,0.0,0.0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
28,0.6289312029902419,0.0012383027415082213,0.6186130112511953,3.0974249756018214e-07,4.748395894463857e-05,0.0,5.421817393190197e-05,7.888192133642381e-07,0.0,0.0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
29,0.0018842200401354187,0.00191231562612662,0.49615513009044887,6.353692257644762e-07,0.0002922089781208527,0.0,5.421817393190197e-05,9.991710035947017e-07,0.0009345794392523365,0.0004499437570303712,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
30,0.6289312029902419,0.0012383027415082213,0.6186130112511953,3.0974249756018214e-07,4.748395894463857e-05,0.0,5.421817393190197e-05,7.888192133642381e-07,0.0,0.0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
31,0.6289312029902419,0.0012383027415082213,0.6186130112511953,3.0974249756018214e-07,4.748395894463857e-05,0.0,5.421817393190197e-05,7.888192133642381e-07,0.0,0.0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
32,0.0018842200401354187,0.00191231562612662,0.49615513009044887,6.353692257644762e-07,0.0002922089781208527,0.0,5.421817393190197e-05,9.991710035947017e-07,0.0,0.0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
33,0.0018842200401354187,0.00191231562612662,0.49615513009044887,6.353692257644762e-07,0.0002922089781208527,0.0,5.421817393190197e-05,9.991710035947017e-07,0.0009345794392523365,0.0004499437570303712,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
34,0.0018842200401354187,0.00191231562612662,0.49615513009044887,6.353692257644762e-07,0.0002922089781208527,0.0,5.421817393190197e-05,9.991710035947017e-07,0.0,0.0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
35,0.6289618407144717,0.0012383027415082213,0.6247231327226664,0.0,0.0,0.0,0.0001626545217957059,2.3664576400927143e-06,0.0,0.0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
36,0.6289618407144717,0.0012383027415082213,0.6186130112511954,3.0974249756018214e-07,4.748395894463857e-05,0.0,5.421817393190197e-05,7.888192133642381e-07,0.0,0.0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
37,0.0018842200401354187,0.00191231562612662,0.49615513009044887,6.353692257644762e-07,0.0002922089781208527,0.0,5.421817393190197e-05,9.991710035947017e-07,0.0,0.0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
38,0.6289618407144717,0.0012383027415082213,0.6186130112511954,3.0974249756018214e-07,4.748395894463857e-05,0.0,5.421817393190197e-05,7.888192133642381e-07,0.0,0.0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
39,0.0018842200401354187,0.00191231562612662,0.49615513009044887,6.353692257644762e-07,0.0002922089781208527,0.0,5.421817393190197e-05,9.991710035947017e-07,0.0009345794392523365,0.0004499437570303712,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
40,0.6289618407144717,0.0012383027415082213,0.6186130112511954,3.0974249756018214e-07,4.748395894463857e-05,0.0,5.421817393190197e-05,7.888192133642381e-07,0.0,0.0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
41,0.6254844590143843,0.0003291690831857297,0.6200219767148503,1.2601489644328779e-05,0.10465951566361877,0.0,0.010843634786380394,0.00015045411796233904,0.17196261682242991,0.166052927594577,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
